name,logo,category,address,description,site_web,size,twitter,linkedin,facebook,youtube
Data Digital One,https://www.emploitic.com/attachments/company_logo/logo_4934727.jpg,"Informatique, Télécom, Internet","98 logts N°3 Ain Allah, Dely Brahim, Alger, Algérie","Data Digital One est un cabinet de Conseil et d’expertise
spécialiste de la valorisation de la Data. Nous accompagnons les
organisations de toute taille et tout secteur, sur l’ensemble de la
chaîne de valeur de la data, du conseil stratégique, au pilotage des
projets jusqu’à l’accompagnement au changement.",,PME/PMI,,https://www.linkedin.com/company/data-digital-one-dz,,
BOUATTOURA AMINE – HIPPO MEUBLE,https://www.emploitic.com/attachments/company_logo/logo_4869845.jpg,Services,"N°7 CHERCHALI BOUALEM KHRAICIA, Alger, Algérie",,,PME/PMI,,,,
GENERAL IT,https://www.emploitic.com/attachments/company_logo/logo_5128175.jpg,"Informatique, Télécom, Internet","RN 5, Hamiz Dar El Beïda 16000, Alger, Algérie","GENERAL IT est une entreprise fondée depuis 2007 , dans le domaine
informatique , afin de répondre à l’inquiétude des utilisateurs
et de trouver des solutions intelligentes . Nous progressons dans les
domaines : la fourniture , l'installation , la configuration et la
maintenance des systèmes de sécurité avec un suivi après-vente .
Une équipe pluridisciplinaire et dynamique avec de la rapidité
durant le service .",https://www.digital.dz/cv/,PME/PMI,https://www.digital.dz/presentation/,https://www.linkedin.com/company/git-dz/,https://web.facebook.com/git.dz,
Flash Intervention,https://www.emploitic.com/attachments/company_logo/logo_4870225.jpg,Services,"Abidjan-, Côte d'ivoire",,,PME/PMI,,,,
Hostarts,https://www.emploitic.com/attachments/company_logo/logo_5088105.jpg,"Informatique, Télécom, Internet","N16, Rue Ben Saifia Abderrahmane, El Affroun, , 09011, Blida, Algérie",,,PME/PMI,,,,
BIM-DATA,https://www.emploitic.com/attachments/company_logo/logo_4867650.jpg,"Informatique, Télécom, Internet","23 rue Ali Saidani, Hussein Dey, Alger, Algérie",,,PME/PMI,,,,
Clinique el Djazair,https://www.emploitic.com/attachments/company_logo/logo_4922333.jpg,Services,"CITE LES PEUPLIERS PLAINE OUEST 2 , (23), ANNABA (DZ), Annaba, Algérie",,,Grande entreprise,,,,
Gibraltar Consulting,https://www.emploitic.com/attachments/company_logo/logo_.jpg,"Distribution, Commerce","14 rue soldat ben hamou, Côte d'ivoire",,,PME/PMI,,,,
Melina Parapharm,https://www.emploitic.com/attachments/company_logo/logo_4868369.jpg,"Distribution, Commerce","melinaparapharm@gmail.com, Constantine, Algérie",,,PME/PMI,,,,
X Pro Consulting,https://www.emploitic.com/attachments/company_logo/logo_.jpg,"Distribution, Commerce","Dakar, Sénégal",,,PME/PMI,,,,
Nova Trailer,https://www.emploitic.com/attachments/company_logo/logo_4866296.jpg,Industries,"Zone industrielle lot n°88A 16059 Oued Smar, Alger, Algérie",,,PME/PMI,,,,
Asrar Parapharm,https://www.emploitic.com/attachments/company_logo/logo_5243844.jpg,Industries,"Z.I. BABA ALI GPE PROPRIETE 32 ILOT. 7 Birtouta,, Alger, Algérie","Entreprise Algérienne de fabrication des produits parapharmaceutiques, matériels, appareils et instruments médicaux-chirurgicaux.
Leader algérien dans la fabrication des masques de protections
et chirurgicaux. 

Notre mission :
Proposer les meilleurs produits de très haute qualité aux standards internationaux avec des prix étudie afin de satisfaire le besoin national.

Nos valeurs :
Transparence : Agir avec honnêteté dans le respect des plus hauts standards d’éthiques et de qualité
Innovation : Nous sommes en permanence à la recherche d'améliorations pour s’adapter aux besoins et aux attentes de nos clients pour proposer de nouvelles solutions.
Assurer la qualité : La qualité est l’une de nos principales préoccupations. Nous cherchons le plus haut niveau de qualité dans nos produits en appliquant nos propres normes d’excellence.",https://asrar-dz.com/index.html#content4-6,PME/PMI,,,,
Bouhaddi,https://www.emploitic.com/attachments/company_logo/logo_4866719.jpg,"BTP, Construction, Immobilier","Hammadi, Alger, Algérie",,,PME/PMI,,,,
EURL Adel Distribution,https://www.emploitic.com/attachments/company_logo/logo_4866770.jpg,"Distribution, Commerce","Tixeraine, Alger, Algérie",,,PME/PMI,,,,
SARL Daily Beauty,https://www.emploitic.com/attachments/company_logo/logo_4866916.jpg,Industries,"RN° 26 taharacht Akbou, Béjaia, Bejaia, Algérie",,,Grande entreprise,,,,
Webhelp Bénin,https://www.emploitic.com/attachments/company_logo/logo_4861510.jpg,Services,"Bénin, Cotonou, Littoral, Bénin",,,Multinationale,,,,
Eurl Roots Advertising,https://www.emploitic.com/attachments/company_logo/logo_4861781.jpg,Services,"Compagne Semmar b4 n° 3 birkhadem, Alger, Algérie",,,PME/PMI,,,,
M.MEKDACHE Abdeslam Commissaire aux Comptes / Comptable agrée,https://www.emploitic.com/attachments/company_logo/logo_4861868.jpg,Services,"Adresse : 08 route Djenane Achabou Dely Brahim ., Alger, Algérie",,,PME/PMI,,,,
SARL RCG ALGER,https://www.emploitic.com/attachments/company_logo/logo_4861852.jpg,Services,"52 BOIS DES CARS Dely Ibrahim, (16),, Alger, Algérie",,,PME/PMI,,,,
Sarl Oznor,https://www.emploitic.com/attachments/company_logo/logo_4862144.jpg,"BTP, Construction, Immobilier","ADL, Ouled Yaich, , Blida, Algérie",,,Grande entreprise,,,,
Alpha Entreprise,https://www.emploitic.com/attachments/company_logo/logo_4862278.jpg,Services,"Kouba, , Alger, Algérie",,,PME/PMI,,,,
lisesecure,https://www.emploitic.com/attachments/company_logo/logo_4862385.jpg,Services,"cité 120 logts, bloc E 2eme étage, , Tizi Ouzou, Algérie",,,PME/PMI,,,,
EURL PROSHIELD,https://www.emploitic.com/attachments/company_logo/logo_4860110.jpg,Industries,"173 coopératif el Amel, Zéralda, Alger, Algérie",,,PME/PMI,,,http://www.proshield-import.dz/index.php/fr/,
Concept Original Services,https://www.emploitic.com/attachments/company_logo/logo_4860225.jpg,Services,"444 logts b°24 n°1 Said Hamdine, Alger, Algérie",,,PME/PMI,,,,
sarl Maizonia,https://www.emploitic.com/attachments/company_logo/logo_4860377.jpg,"Distribution, Commerce","oran , Algérie",,,PME/PMI,,,,
Navis,https://www.emploitic.com/attachments/company_logo/logo_4860378.jpg,Services,"Cassablanca, , Maroc",,,Multinationale,,,,
EMICOM ORAN,https://www.emploitic.com/attachments/company_logo/logo_4860404.jpg,Services,"13 Mohamed Khemisti Street, Oran 31000, Algérie",,,PME/PMI,,,,
Oprixo,https://www.emploitic.com/attachments/company_logo/logo_4858307.jpg,"Distribution, Commerce","Hay el Manzah rue Mohamed ghezal, , Oran, Algérie",,https://oprixo.store/,PME/PMI,,,https://facebook.com/oprixo,
SARL BIS Boussouf & Cie INDUSTRIE SERVICE,https://www.emploitic.com/attachments/company_logo/logo_4962338.jpg,Industries,"12 rue de ouled fayet, cheraga, Alger, Algérie",,,PME/PMI,,,,
Mounakassa,https://www.emploitic.com/attachments/company_logo/logo_4855700.jpg,"Informatique, Télécom, Internet","60 boulevard Mohamed 5, centre., Alger, Algérie",,,PME/PMI,,,,
AlaQa Technology SARL,https://www.emploitic.com/attachments/company_logo/logo_4877405.jpg,Services,"Centre d'affaire El Mohammadia Mall, 4 éme étage, Bureau 1163, Alger, Algérie",,,PME/PMI,,,,
GM Peinture Khalfoune Setif,https://www.emploitic.com/attachments/company_logo/logo_4855962.jpg,Industries,"Zone industrielle Khalfoune, ain arnat, , Setif, Algérie",,,PME/PMI,,,,
LATRECHE OMAR,https://www.emploitic.com/attachments/company_logo/logo_4856206.jpg,"Distribution, Commerce","49 RUE KHOJET EL DJELD LES SOURCES BIR MOURAD RAIS, Alger, Algérie",,,PME/PMI,,,,
LeadMe,https://www.emploitic.com/attachments/company_logo/logo_4856288.jpg,Services,"32 RUE MALIKA GAID 16024 El Biar, ia, Alger, Algérie",,,PME/PMI,,,,
Societate,https://www.emploitic.com/attachments/company_logo/logo_5177968.jpg,"Distribution, Commerce","2 cité belle vue ain el benian, Alger, Algérie",,,PME/PMI,,,,
SMPRO Parapharm,https://www.emploitic.com/attachments/company_logo/logo_4854520.jpg,"Distribution, Commerce","Zone d'Activité N° 25 zone Ammara Section 04 Cheraga, ALGER (DZ)CHERAGA, Alger, Algérie",,,PME/PMI,,,,
Atlas Professionals,https://www.emploitic.com/attachments/company_logo/logo_4854742.jpg,Services,", Sénégal",,,Multinationale,,,,
ALI SAMET,https://www.emploitic.com/attachments/company_logo/logo_4854743.jpg,"Distribution, Commerce","ROUTE NATIONAL N°36 LOT N°39 OULED FAYET, Alger, Algérie",,,PME/PMI,,,,
Ferring Pharmaceuticals,https://www.emploitic.com/attachments/company_logo/logo_4854763.jpg,Services,", Sénégal",,,Multinationale,,,,
Azur Materiel Medical,https://www.emploitic.com/attachments/company_logo/logo_5016925.jpg,"Distribution, Commerce","32 rue Belkacem TAKARBOUCHI, El Mouradia, Alger, Algérie",,,PME/PMI,,,,
Savonnerie de Luxe et Cosmetics (slc),https://www.emploitic.com/attachments/company_logo/logo_5083392.jpg,Industries,"Coopérative les vergers II, N° 65. Birkhadem, ., Alger, Algérie",,,PME/PMI,,,,
LCB CORPORATION,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"Bénin, Cotonou, Littoral, Bénin",,,PME/PMI,,,,
Emeraude Internationale,https://www.emploitic.com/attachments/company_logo/logo_4851192.jpg,"Distribution, Commerce","Paris 2 rue la toures des dames, Alger, Algérie",,,PME/PMI,,,,
DZ Renov,https://www.emploitic.com/attachments/company_logo/logo_4851266.jpg,"BTP, Construction, Immobilier","Rue Salah Kolea, , Tipaza, Algérie",,,PME/PMI,,,,
Royal Trip,https://www.emploitic.com/attachments/company_logo/logo_4848845.jpg,Services,"RN 5, El Harrach, Alger, Algérie",,,PME/PMI,,,,
Acsiome Technologies,https://www.emploitic.com/attachments/company_logo/logo_4932429.jpg,"Informatique, Télécom, Internet","coopératif elnour n°10 Reghaia, , Alger, Algérie",,,PME/PMI,,,,
GFA Consulting Group,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"Cellule de Coordination du Projet / DIEM – MSHP – 01 BP 5192 Abidjan 01 Av. Abdoulaye Fadiga – Plateau - ABIDJAN - Côte d'Ivoire , Côte d'ivoire",,,PME/PMI,,,,
Sarl Fashion Class,https://www.emploitic.com/attachments/company_logo/logo_.jpg,"Distribution, Commerce","Bordj El kiffan, Alger, Algérie",,,PME/PMI,,,,
SARL Ressal AGLO BITON,https://www.emploitic.com/attachments/company_logo/logo_4849577.jpg,Industries,"Zone industrielle Ammara chéraga, Alger, Algérie",,,Grande entreprise,,,,
SARL BCF ORAN,https://www.emploitic.com/attachments/company_logo/logo_4849727.jpg,"Distribution, Commerce","ZONE INDUSTRIELLE 1 Es Senia, (31),, Oran, Algérie",,,Grande entreprise,,,,
HCC MED,https://www.emploitic.com/attachments/company_logo/logo_4847187.jpg,"Distribution, Commerce","23 CITE NACIM 5EME KM RTE DE BATNA ONAMA , (25),, Constantine, Algérie",,,Grande entreprise,,,,
Amouda Engineering,https://www.emploitic.com/attachments/company_logo/logo_4847461.jpg,"BTP, Construction, Immobilier","Cité Alioufa Foudil n°05 16053 Cheraga, Alger, Algérie","La SARL AMOUDA est une entreprise de droit algérien spécialisée
dans la production de ciment par voie sèche. Notre ambition est de
participer durablement à l’essor économique de notre pays, de
créer des emplois direct et indirect et d’exploiter rationnellement
les ressources minières qui interviennent dans la fabrication du
ciment. Entreprise responsable, nous veillons à la maîtrise de
l’impact sur l’environnement en utilisant les techniques les plus
sophistiqués pour prévenir les risques de pollution. Nous cultivons
une culture d’entreprise qui vise l’excellence dans les relations
commerciales avec nos clients. Nous sommes disponibles et à leur
écoute pour toutes leurs doléances et nous nous engageons à les
prendre en charge.",http://amoudaciment.com/,PME/PMI,,,,
ROYAL HOUSE,https://www.emploitic.com/attachments/company_logo/logo_4854574.jpg,"Distribution, Commerce","hai el yasmine2 en face de l'hotel vendome khaled, Oran, Algérie",,,PME/PMI,,,,
Diago,https://www.emploitic.com/attachments/company_logo/logo_4848081.jpg,"Distribution, Commerce","Abidjan, Côte d'ivoire",,,PME/PMI,,,,
Greenpeace,https://www.emploitic.com/attachments/company_logo/logo_4852316.jpg,Services,"Bruxelles, Bruxelles-Capitale, Belgique",,,Multinationale,,,,
AQUA&GREEN,https://www.emploitic.com/attachments/company_logo/logo_4845339.jpg,Services,"Cite 600 logts setif, Setif, Algérie",,,PME/PMI,,,,
NOKHBAT EL MAWHOBIN,https://www.emploitic.com/attachments/company_logo/logo_4845404.jpg,Services,"Ouled brahem, Setif, Algérie",,,PME/PMI,,,,
ETS TLEMSANI,https://www.emploitic.com/attachments/company_logo/logo_4845465.jpg,"Distribution, Commerce","Chemin Fernane el hanifi ruisseau, , Alger, Algérie",,,PME/PMI,,,,
SEPER Consulting Sarl,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"Bénin, Cotonou, Littoral, Bénin",,,PME/PMI,,,,
ELNAKHIL CERAMIC,https://www.emploitic.com/attachments/company_logo/logo_4846274.jpg,"Distribution, Commerce","Château Rouge, Les Eucalyptus 16220 , Alger, Algérie",,,Entreprise publique,,,,
BOUBAAYA CENTER SETIF,https://www.emploitic.com/attachments/company_logo/logo_4842937.jpg,"Informatique, Télécom, Internet","Ouled brahem SETIF, Setif, Algérie",,,PME/PMI,,,,
Bahia dz,https://www.emploitic.com/attachments/company_logo/logo_4843029.jpg,"Distribution, Commerce",", Oran, Oran, Algérie",,,PME/PMI,,,,
Bureau d'Architecture Baci,https://www.emploitic.com/attachments/company_logo/logo_4843383.jpg,"BTP, Construction, Immobilier","cité 24/44 logements enpi Rym, Aannaba, Annaba, Algérie",,,PME/PMI,,,,
SpiderAppDevloppement,https://www.emploitic.com/attachments/company_logo/logo_4843507.jpg,"Informatique, Télécom, Internet",", Alger, Algérie",,,PME/PMI,,,,
PROXIMIS INTERNATIONAL,https://www.emploitic.com/attachments/company_logo/logo_.jpg,"BTP, Construction, Immobilier","angedom.bledou@yahoo.fr, Côte d'ivoire",,,PME/PMI,,,,
Sarl Future Motors Algérie,https://www.emploitic.com/attachments/company_logo/logo_5180059.jpg,"Distribution, Commerce",", Alger, Algérie",,,Grande entreprise,,,,
Coris Bank International Togo,https://www.emploitic.com/attachments/company_logo/logo_4839298.jpg,"Banque, Assurance, Finance","Lomé, Togo",,,Grande entreprise,,,,
SARL FB TRADING,https://www.emploitic.com/attachments/company_logo/logo_4839337.jpg,Services,"ES SENIA ORAN, Algérie",,,PME/PMI,,,,
Damio,https://www.emploitic.com/attachments/company_logo/logo_4839338.jpg,Services,"12 RUE DES FRERES LUMIERE Rouiba Rp, (16),, Alger, Algérie",,,PME/PMI,,,,
Mission des Nations Unies pour l’organisation d’un référendum au Sahara occidental,https://www.emploitic.com/attachments/company_logo/logo_4861603.jpg,Services,", Alger, Algérie",,,PME/PMI,,,,
SARL Mei Jing,https://www.emploitic.com/attachments/company_logo/logo_4836997.jpg,Industries,"cité chebacheb,n 1 lots 1222 khmis el khech, Boumerdes, Algérie",,,Multinationale,,,,
Eurl Domo DZ,https://www.emploitic.com/attachments/company_logo/logo_5143795.jpg,"Informatique, Télécom, Internet","320 Logements Route les dunes. BT 12،، Chéraga 16000, Alger, Algérie",,,PME/PMI,,,,
Delta Precision,https://www.emploitic.com/attachments/company_logo/logo_4936355.jpg,Industries,"RN° 05 Draâ Zmam, BP 64 Corso, ,, Boumerdes, Algérie",,,Grande entreprise,,,,
XpertSoft,https://www.emploitic.com/attachments/company_logo/logo_4837579.jpg,"Informatique, Télécom, Internet","03 cité 204 logements CNEP , oued forcha, annaba, Annaba, Algérie",,,PME/PMI,,,,
Huntease,https://www.emploitic.com/attachments/company_logo/logo_4837693.jpg,Services,"alger, Alger, Algérie","Huntease is a B2B sales-engagement platform dedicated to delivering a seamless cold-calling experience and boosting sales productivity and performance as a result. A sales engagement platform that
makes the process of cold-calling fun and efficient.",https://huntease.io/,PME/PMI,,https://www.linkedin.com/company/huntease,,
Pentabin SARL,https://www.emploitic.com/attachments/company_logo/logo_5071445.jpg,"Informatique, Télécom, Internet","local 03, Avenue Millenium, Ilot 06 Bâtiment B, Tanche 14, 31001, Oran, Algérie","SARL PENTABIN est une start-up spécialisée dans le développement
d’applications mobiles et web pour la gestion de distribution
directe.",https://pentabin.com/,PME/PMI,,https://www.linkedin.com/company/pentabin/,https://facebook.com/pentabin,
Sarl Al Amel Scientific Group,https://www.emploitic.com/attachments/company_logo/logo_4834470.jpg,"Distribution, Commerce","zone commerciale oued roumane, local n8 , el achour , alger, Alger, Algérie",,,PME/PMI,,,,
